Date Time, pm2.5 sensor is On, Temperature, Humidity, Baseline, tVOC, CO2e, CPU Frequency, CPU Usage, Light, Charging, Electricity, Capacity (%), Wi-Fi Status
2017-04-27-11-18-08, Off, 0.00, 0, 0x, 0, 0, 1.008G, 0, 34, Charging, 1.33521e-08, 100, Disconnect
2017-04-27-11-18-09, Off, 0.00, 0, 0x, 0, 0, 1.008G, 0, 34, Charging, 1.33521e-08, 100, Disconnect
